United States, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 27/06/2022
Year    Age        ASFR
2016     16     0.00793
2016     17     0.01538
2016     18     0.02848
2016     19     0.04639
2016     20     0.05925
2016     21     0.06714
2016     22     0.07542
2016     23     0.08077
2016     24     0.08539
2016     25     0.09066
2016     26     0.09676
2016     27     0.10252
2016     28     0.10882
2016     29     0.11253
2016     30     0.11314
2016     31     0.11099
2016     32     0.10510
2016     33     0.09680
2016     34     0.08667
2016     35     0.07543
2016     36     0.06296
2016     37     0.05073
2016     38     0.04059
2016     39     0.03108
2016     40     0.02281
2016     41     0.01534
2016     42     0.00991
2016     43     0.00600
2016     44     0.00337
2016     45     0.00180
2016     46     0.00095
2016     47     0.00055
2016     48     0.00034
2016     49     0.00021
2016     50     0.00019
2016     51     0.00011
2016     52     0.00004
2016     53     0.00002
2016     54     0.00000
2016     55+    0.00000
2017     12-    0.00003
2017     13     0.00015
2017     14     0.00077
2017     15     0.00276
2017     16     0.00696
2017     17     0.01373
2017     18     0.02612
2017     19     0.04414
2017     20     0.05615
2017     21     0.06432
2017     22     0.07233
2017     23     0.07833
2017     24     0.08329
2017     25     0.08824
2017     26     0.09281
2017     27     0.09836
2017     28     0.10366
2017     29     0.10847
2017     30     0.10950
2017     31     0.10855
2017     32     0.10258
2017     33     0.09489
2017     34     0.08602
2017     35     0.07506
2017     36     0.06272
2017     37     0.05060
2017     38     0.03997
2017     39     0.03160
2017     40     0.02259
2017     41     0.01579
2017     42     0.01006
2017     43     0.00612
2017     44     0.00342
2017     45     0.00190
2017     46     0.00103
2017     47     0.00059
2017     48     0.00029
2017     49     0.00023
2017     50     0.00021
2017     51     0.00012
2017     52     0.00005
2017     53     0.00002
2017     54     0.00000
2017     55+    0.00000
2018     12-    0.00003
2018     13     0.00013
2018     14     0.00070
2018     15     0.00244
2018     16     0.00644
2018     17     0.01265
2018     18     0.02394
2018     19     0.04097
2018     20     0.05384
2018     21     0.06111
2018     22     0.06916
2018     23     0.07519
2018     24     0.08064
2018     25     0.08624
2018     26     0.09054
2018     27     0.09504
2018     28     0.10034
2018     29     0.10467
2018     30     0.10757
2018     31     0.10758
2018     32     0.10189
2018     33     0.09454
2018     34     0.08593
2018     35     0.07597
2018     36     0.06382
2018     37     0.05092
2018     38     0.04009
2018     39     0.03146
2018     40     0.02296
2018     41     0.01601
2018     42     0.01022
2018     43     0.00615
2018     44     0.00350
2018     45     0.00196
2018     46     0.00105
2018     47     0.00061
2018     48     0.00035
2018     49     0.00023
2018     50     0.00024
2018     51     0.00015
2018     52     0.00006
2018     53     0.00002
2018     54     0.00000
2018     55+    0.00000
2019     12-    0.00003
2019     13     0.00014
2019     14     0.00069
2019     15     0.00230
2019     16     0.00579
2019     17     0.01193
2019     18     0.02264
2019     19     0.03939
2019     20     0.05183
2019     21     0.05987
2019     22     0.06761
2019     23     0.07350
2019     24     0.07960
2019     25     0.08531
2019     26     0.08988
2019     27     0.09358
2019     28     0.09836
2019     29     0.10259
2019     30     0.10451
2019     31     0.10536
2019     32     0.10101
2019     33     0.09377
2019     34     0.08519
2019     35     0.07563
2019     36     0.06393
2019     37     0.05174
2019     38     0.04039
2019     39     0.03153
2019     40     0.02303
2019     41     0.01584
2019     42     0.01044
2019     43     0.00618
2019     44     0.00356
2019     45     0.00193
2019     46     0.00109
2019     47     0.00061
2019     48     0.00037
2019     49     0.00026
2019     50     0.00027
2019     51     0.00016
2019     52     0.00006
2019     53     0.00002
2019     54     0.00000
2019     55+    0.00000
2020     12-    0.00003
2020     13     0.00014
2020     14     0.00067
2020     15     0.00225
2020     16     0.00546
2020     17     0.01078
2020     18     0.02065
2020     19     0.03603
2020     20     0.04807
2020     21     0.05617
2020     22     0.06431
2020     23     0.07045
2020     24     0.07678
2020     25     0.08262
2020     26     0.08736
2020     27     0.09112
2020     28     0.09507
2020     29     0.09846
2020     30     0.10036
2020     31     0.10105
2020     32     0.09807
2020     33     0.09097
2020     34     0.08299
2020     35     0.07395
2020     36     0.06216
2020     37     0.05061
2020     38     0.03953
2020     39     0.03055
2020     40     0.02236
2020     41     0.01544
2020     42     0.01015
2020     43     0.00621
2020     44     0.00351
2020     45     0.00191
2020     46     0.00107
2020     47     0.00056
2020     48     0.00036
2020     49     0.00023
2020     50     0.00025
2020     51     0.00015
2020     52     0.00006
2020     53     0.00002
2020     54     0.00000
2020     55+    0.00000
