United States, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 27/06/2022
Year    Age        ASFR
1933     12-    0.00004
1933     13     0.00044
1933     14     0.00177
1933     15     0.00672
1933     16     0.01875
1933     17     0.03846
1933     18     0.06586
1933     19     0.08719
1933     20     0.10136
1933     21     0.10639
1933     22     0.11349
1933     23     0.11785
1933     24     0.11476
1933     25     0.11388
1933     26     0.10873
1933     27     0.10118
1933     28     0.10283
1933     29     0.09094
1933     30     0.09009
1933     31     0.06941
1933     32     0.07813
1933     33     0.07614
1933     34     0.06013
1933     35     0.06009
1933     36     0.05416
1933     37     0.04748
1933     38     0.04755
1933     39     0.03724
1933     40     0.03078
1933     41     0.01967
1933     42     0.01877
1933     43     0.01283
1933     44     0.00808
1933     45     0.00526
1933     46     0.00245
1933     47     0.00127
1933     48     0.00081
1933     49     0.00037
1933     50     0.00009
1933     51     0.00003
1933     52     0.00003
1933     53     0.00003
1933     54     0.00002
1933     55+    0.00000
1934     12-    0.00002
1934     13     0.00040
1934     14     0.00198
1934     15     0.00715
1934     16     0.01991
1934     17     0.04062
1934     18     0.06957
1934     19     0.09155
1934     20     0.10749
1934     21     0.11296
1934     22     0.11807
1934     23     0.12034
1934     24     0.12208
1934     25     0.11536
1934     26     0.11399
1934     27     0.10487
1934     28     0.10554
1934     29     0.09483
1934     30     0.09330
1934     31     0.07239
1934     32     0.07541
1934     33     0.06993
1934     34     0.07248
1934     35     0.05676
1934     36     0.05401
1934     37     0.04670
1934     38     0.04769
1934     39     0.03752
1934     40     0.03024
1934     41     0.01963
1934     42     0.01874
1934     43     0.01235
1934     44     0.00789
1934     45     0.00491
1934     46     0.00242
1934     47     0.00122
1934     48     0.00087
1934     49     0.00037
1934     50     0.00011
1934     51     0.00002
1934     52     0.00002
1934     53     0.00001
1934     54     0.00001
1934     55+    0.00000
1935     12-    0.00002
1935     13     0.00044
1935     14     0.00209
1935     15     0.00772
1935     16     0.02046
1935     17     0.04108
1935     18     0.06953
1935     19     0.09187
1935     20     0.10786
1935     21     0.11421
1935     22     0.11915
1935     23     0.12022
1935     24     0.11778
1935     25     0.11656
1935     26     0.10936
1935     27     0.10507
1935     28     0.10411
1935     29     0.09276
1935     30     0.09212
1935     31     0.07185
1935     32     0.07388
1935     33     0.06342
1935     34     0.06336
1935     35     0.06493
1935     36     0.04922
1935     37     0.04429
1935     38     0.04481
1935     39     0.03572
1935     40     0.02936
1935     41     0.01859
1935     42     0.01764
1935     43     0.01164
1935     44     0.00721
1935     45     0.00463
1935     46     0.00222
1935     47     0.00123
1935     48     0.00071
1935     49     0.00038
1935     50     0.00012
1935     51     0.00003
1935     52     0.00003
1935     53     0.00003
1935     54     0.00002
1935     55+    0.00000
1936     12-    0.00004
1936     13     0.00036
1936     14     0.00197
1936     15     0.00732
1936     16     0.02092
1936     17     0.03999
1936     18     0.06906
1936     19     0.09069
1936     20     0.10680
1936     21     0.11575
1936     22     0.11920
1936     23     0.12143
1936     24     0.11824
1936     25     0.11497
1936     26     0.11147
1936     27     0.10191
1936     28     0.10366
1936     29     0.09200
1936     30     0.09024
1936     31     0.07127
1936     32     0.07279
1936     33     0.06365
1936     34     0.05784
1936     35     0.05589
1936     36     0.05633
1936     37     0.04005
1936     38     0.04158
1936     39     0.03323
1936     40     0.02769
1936     41     0.01770
1936     42     0.01640
1936     43     0.01085
1936     44     0.00680
1936     45     0.00419
1936     46     0.00219
1936     47     0.00104
1936     48     0.00067
1936     49     0.00034
1936     50     0.00012
1936     51     0.00003
1936     52     0.00004
1936     53     0.00003
1936     54     0.00003
1936     55+    0.00001
1937     12-    0.00006
1937     13     0.00042
1937     14     0.00207
1937     15     0.00769
1937     16     0.02192
1937     17     0.04449
1937     18     0.07084
1937     19     0.09389
1937     20     0.10953
1937     21     0.11773
1937     22     0.12375
1937     23     0.12675
1937     24     0.12223
1937     25     0.11729
1937     26     0.11233
1937     27     0.10698
1937     28     0.10283
1937     29     0.09519
1937     30     0.09102
1937     31     0.07346
1937     32     0.07343
1937     33     0.06361
1937     34     0.05839
1937     35     0.05205
1937     36     0.04951
1937     37     0.04718
1937     38     0.03804
1937     39     0.03194
1937     40     0.02610
1937     41     0.01741
1937     42     0.01562
1937     43     0.01011
1937     44     0.00634
1937     45     0.00391
1937     46     0.00205
1937     47     0.00107
1937     48     0.00056
1937     49     0.00029
1937     50     0.00011
1937     51     0.00004
1937     52     0.00006
1937     53     0.00004
1937     54     0.00002
1937     55+    0.00001
1938     12-    0.00007
1938     13     0.00042
1938     14     0.00221
1938     15     0.00769
1938     16     0.02223
1938     17     0.04581
1938     18     0.07606
1938     19     0.09482
1938     20     0.11394
1938     21     0.12086
1938     22     0.12684
1938     23     0.13110
1938     24     0.12788
1938     25     0.12244
1938     26     0.11639
1938     27     0.10886
1938     28     0.10942
1938     29     0.09596
1938     30     0.09489
1938     31     0.07579
1938     32     0.07546
1938     33     0.06484
1938     34     0.05985
1938     35     0.05306
1938     36     0.04672
1938     37     0.04273
1938     38     0.04409
1938     39     0.02977
1938     40     0.02579
1938     41     0.01676
1938     42     0.01546
1938     43     0.01018
1938     44     0.00614
1938     45     0.00381
1938     46     0.00187
1938     47     0.00097
1938     48     0.00062
1938     49     0.00027
1938     50     0.00011
1938     51     0.00005
1938     52     0.00006
1938     53     0.00002
1938     54     0.00001
1938     55+    0.00000
1939     12-    0.00000
1939     13     0.00015
1939     14     0.00262
1939     15     0.00903
1939     16     0.02368
1939     17     0.04588
1939     18     0.07029
1939     19     0.09311
1939     20     0.11130
1939     21     0.11949
1939     22     0.12156
1939     23     0.12262
1939     24     0.12732
1939     25     0.12605
1939     26     0.11561
1939     27     0.10696
1939     28     0.10103
1939     29     0.09780
1939     30     0.09021
1939     31     0.07946
1939     32     0.07186
1939     33     0.06648
1939     34     0.06225
1939     35     0.05583
1939     36     0.04816
1939     37     0.04139
1939     38     0.03509
1939     39     0.02907
1939     40     0.02364
1939     41     0.01819
1939     42     0.01287
1939     43     0.00850
1939     44     0.00533
1939     45     0.00326
1939     46     0.00196
1939     47     0.00109
1939     48     0.00058
1939     49     0.00029
1939     50     0.00015
1939     51     0.00008
1939     52     0.00003
1939     53     0.00001
1939     54     0.00000
1939     55+    0.00001
1940     12-    0.00000
1940     13     0.00015
1940     14     0.00257
1940     15     0.00894
1940     16     0.02365
1940     17     0.04617
1940     18     0.07128
1940     19     0.09514
1940     20     0.11505
1940     21     0.12413
1940     22     0.12672
1940     23     0.12808
1940     24     0.13303
1940     25     0.13152
1940     26     0.12038
1940     27     0.11128
1940     28     0.10517
1940     29     0.10197
1940     30     0.09432
1940     31     0.08324
1940     32     0.07495
1940     33     0.06862
1940     34     0.06334
1940     35     0.05575
1940     36     0.04741
1940     37     0.04067
1940     38     0.03474
1940     39     0.02912
1940     40     0.02397
1940     41     0.01849
1940     42     0.01288
1940     43     0.00829
1940     44     0.00503
1940     45     0.00305
1940     46     0.00180
1940     47     0.00095
1940     48     0.00047
1940     49     0.00023
1940     50     0.00013
1940     51     0.00007
1940     52     0.00003
1940     53     0.00001
1940     54     0.00000
1940     55+    0.00000
1941     12-    0.00000
1941     13     0.00016
1941     14     0.00273
1941     15     0.00949
1941     16     0.02495
1941     17     0.04848
1941     18     0.07488
1941     19     0.10083
1941     20     0.12374
1941     21     0.13443
1941     22     0.13777
1941     23     0.13914
1941     24     0.14361
1941     25     0.14086
1941     26     0.12812
1941     27     0.11774
1941     28     0.11075
1941     29     0.10695
1941     30     0.09842
1941     31     0.08641
1941     32     0.07743
1941     33     0.07059
1941     34     0.06489
1941     35     0.05693
1941     36     0.04820
1941     37     0.04110
1941     38     0.03485
1941     39     0.02896
1941     40     0.02350
1941     41     0.01795
1941     42     0.01247
1941     43     0.00803
1941     44     0.00487
1941     45     0.00299
1941     46     0.00172
1941     47     0.00086
1941     48     0.00039
1941     49     0.00017
1941     50     0.00009
1941     51     0.00005
1941     52     0.00002
1941     53     0.00001
1941     54     0.00000
1941     55+    0.00000
1942     12-    0.00000
1942     13     0.00017
1942     14     0.00286
1942     15     0.01008
1942     16     0.02657
1942     17     0.05191
1942     18     0.08104
1942     19     0.11125
1942     20     0.13957
1942     21     0.15400
1942     22     0.15936
1942     23     0.16115
1942     24     0.16492
1942     25     0.15993
1942     26     0.14418
1942     27     0.13147
1942     28     0.12290
1942     29     0.11817
1942     30     0.10811
1942     31     0.09424
1942     32     0.08394
1942     33     0.07609
1942     34     0.06955
1942     35     0.06077
1942     36     0.05115
1942     37     0.04319
1942     38     0.03616
1942     39     0.02963
1942     40     0.02380
1942     41     0.01796
1942     42     0.01223
1942     43     0.00770
1942     44     0.00458
1942     45     0.00275
1942     46     0.00160
1942     47     0.00084
1942     48     0.00042
1942     49     0.00020
1942     50     0.00012
1942     51     0.00006
1942     52     0.00003
1942     53     0.00001
1942     54     0.00000
1942     55+    0.00000
1943     12-    0.00000
1943     13     0.00018
1943     14     0.00304
1943     15     0.01058
1943     16     0.02756
1943     17     0.05325
1943     18     0.08232
1943     19     0.11201
1943     20     0.13937
1943     21     0.15315
1943     22     0.15850
1943     23     0.16113
1943     24     0.16669
1943     25     0.16357
1943     26     0.14886
1943     27     0.13712
1943     28     0.12956
1943     29     0.12592
1943     30     0.11634
1943     31     0.10231
1943     32     0.09182
1943     33     0.08377
1943     34     0.07691
1943     35     0.06747
1943     36     0.05694
1943     37     0.04806
1943     38     0.04010
1943     39     0.03263
1943     40     0.02625
1943     41     0.01964
1943     42     0.01295
1943     43     0.00782
1943     44     0.00445
1943     45     0.00269
1943     46     0.00156
1943     47     0.00079
1943     48     0.00037
1943     49     0.00016
1943     50     0.00007
1943     51     0.00004
1943     52     0.00003
1943     53     0.00003
1943     54     0.00002
1943     55+    0.00008
1944     12-    0.00000
1944     13     0.00017
1944     14     0.00295
1944     15     0.00992
1944     16     0.02502
1944     17     0.04714
1944     18     0.07208
1944     19     0.09918
1944     20     0.12642
1944     21     0.14183
1944     22     0.14907
1944     23     0.15218
1944     24     0.15591
1944     25     0.15111
1944     26     0.13682
1944     27     0.12623
1944     28     0.12055
1944     29     0.11951
1944     30     0.11263
1944     31     0.10042
1944     32     0.09137
1944     33     0.08443
1944     34     0.07843
1944     35     0.06961
1944     36     0.05938
1944     37     0.05043
1944     38     0.04216
1944     39     0.03427
1944     40     0.02748
1944     41     0.02048
1944     42     0.01338
1944     43     0.00798
1944     44     0.00449
1944     45     0.00268
1944     46     0.00153
1944     47     0.00075
1944     48     0.00034
1944     49     0.00014
1944     50     0.00006
1944     51     0.00004
1944     52     0.00003
1944     53     0.00002
1944     54     0.00002
1944     55+    0.00008
1945     12-    0.00000
1945     13     0.00018
1945     14     0.00303
1945     15     0.00983
1945     16     0.02437
1945     17     0.04518
1945     18     0.06803
1945     19     0.09232
1945     20     0.11642
1945     21     0.12954
1945     22     0.13592
1945     23     0.13970
1945     24     0.14542
1945     25     0.14354
1945     26     0.13183
1945     27     0.12332
1945     28     0.11926
1945     29     0.11953
1945     30     0.11402
1945     31     0.10283
1945     32     0.09439
1945     33     0.08776
1945     34     0.08182
1945     35     0.07307
1945     36     0.06267
1945     37     0.05313
1945     38     0.04412
1945     39     0.03557
1945     40     0.02815
1945     41     0.02094
1945     42     0.01392
1945     43     0.00852
1945     44     0.00494
1945     45     0.00303
1945     46     0.00177
1945     47     0.00087
1945     48     0.00040
1945     49     0.00017
1945     50     0.00007
1945     51     0.00004
1945     52     0.00003
1945     53     0.00003
1945     54     0.00003
1945     55+    0.00010
1946     12-    0.00000
1946     13     0.00021
1946     14     0.00300
1946     15     0.00826
1946     16     0.02295
1946     17     0.04523
1946     18     0.08273
1946     19     0.11996
1946     20     0.15051
1946     21     0.17292
1946     22     0.18181
1946     23     0.18849
1946     24     0.18544
1946     25     0.17849
1946     26     0.16992
1946     27     0.14886
1946     28     0.14896
1946     29     0.13457
1946     30     0.12912
1946     31     0.11217
1946     32     0.10670
1946     33     0.09382
1946     34     0.08376
1946     35     0.07475
1946     36     0.06586
1946     37     0.05292
1946     38     0.04834
1946     39     0.03689
1946     40     0.02792
1946     41     0.01868
1946     42     0.01507
1946     43     0.00955
1946     44     0.00542
1946     45     0.00315
1946     46     0.00172
1946     47     0.00060
1946     48     0.00035
1946     49     0.00020
1946     50     0.00006
1946     51     0.00002
1946     52     0.00003
1946     53     0.00003
1946     54     0.00002
1946     55+    0.00009
1947     12-    0.00000
1947     13     0.00026
1947     14     0.00396
1947     15     0.01150
1947     16     0.03111
1947     17     0.06562
1947     18     0.10991
1947     19     0.15668
1947     20     0.18776
1947     21     0.20254
1947     22     0.21111
1947     23     0.21482
1947     24     0.20257
1947     25     0.19465
1947     26     0.18807
1947     27     0.17192
1947     28     0.15515
1947     29     0.14600
1947     30     0.13497
1947     31     0.11539
1947     32     0.10990
1947     33     0.09651
1947     34     0.08585
1947     35     0.07419
1947     36     0.06565
1947     37     0.05609
1947     38     0.04734
1947     39     0.03790
1947     40     0.02848
1947     41     0.01882
1947     42     0.01536
1947     43     0.00956
1947     44     0.00552
1947     45     0.00301
1947     46     0.00158
1947     47     0.00084
1947     48     0.00030
1947     49     0.00015
1947     50     0.00005
1947     51     0.00003
1947     52     0.00003
1947     53     0.00002
1947     54     0.00004
1947     55+    0.00009
1948     12-    0.00000
1948     13     0.00028
1948     14     0.00445
1948     15     0.01278
1948     16     0.03490
1948     17     0.06987
1948     18     0.11551
1948     19     0.15356
1948     20     0.18316
1948     21     0.19529
1948     22     0.19791
1948     23     0.20368
1948     24     0.19571
1948     25     0.17960
1948     26     0.17242
1948     27     0.16214
1948     28     0.15256
1948     29     0.13048
1948     30     0.12759
1948     31     0.10681
1948     32     0.10053
1948     33     0.08875
1948     34     0.08059
1948     35     0.06924
1948     36     0.05941
1948     37     0.05140
1948     38     0.04640
1948     39     0.03471
1948     40     0.02711
1948     41     0.01802
1948     42     0.01453
1948     43     0.00898
1948     44     0.00511
1948     45     0.00291
1948     46     0.00137
1948     47     0.00067
1948     48     0.00042
1948     49     0.00014
1948     50     0.00004
1948     51     0.00003
1948     52     0.00002
1948     53     0.00002
1948     54     0.00003
1948     55+    0.00006
1949     12-    0.00000
1949     13     0.00028
1949     14     0.00447
1949     15     0.01337
1949     16     0.03650
1949     17     0.07179
1949     18     0.11546
1949     19     0.15811
1949     20     0.18023
1949     21     0.19633
1949     22     0.20066
1949     23     0.20196
1949     24     0.19873
1949     25     0.18604
1949     26     0.17059
1949     27     0.16075
1949     28     0.15508
1949     29     0.13853
1949     30     0.12339
1949     31     0.10906
1949     32     0.09951
1949     33     0.08711
1949     34     0.07897
1949     35     0.06924
1949     36     0.05868
1949     37     0.04930
1949     38     0.04479
1949     39     0.03562
1949     40     0.02637
1949     41     0.01774
1949     42     0.01402
1949     43     0.00883
1949     44     0.00514
1949     45     0.00286
1949     46     0.00138
1949     47     0.00066
1949     48     0.00035
1949     49     0.00022
1949     50     0.00009
1949     51     0.00005
1949     52     0.00002
1949     53     0.00001
1949     54     0.00000
1949     55+    0.00000
1950     12-    0.00000
1950     13     0.00028
1950     14     0.00447
1950     15     0.01352
1950     16     0.03703
1950     17     0.07172
1950     18     0.11510
1950     19     0.15479
1950     20     0.18146
1950     21     0.19010
1950     22     0.20032
1950     23     0.20139
1950     24     0.19416
1950     25     0.19099
1950     26     0.17433
1950     27     0.15789
1950     28     0.15620
1950     29     0.14072
1950     30     0.12892
1950     31     0.10621
1950     32     0.10302
1950     33     0.08695
1950     34     0.07876
1950     35     0.06938
1950     36     0.05909
1950     37     0.04924
1950     38     0.04311
1950     39     0.03460
1950     40     0.02699
1950     41     0.01695
1950     42     0.01408
1950     43     0.00855
1950     44     0.00484
1950     45     0.00271
1950     46     0.00126
1950     47     0.00056
1950     48     0.00029
1950     49     0.00018
1950     50     0.00008
1950     51     0.00004
1950     52     0.00002
1950     53     0.00001
1950     54     0.00000
1950     55+    0.00000
1951     12-    0.00000
1951     13     0.00027
1951     14     0.00447
1951     15     0.01423
1951     16     0.03862
1951     17     0.07681
1951     18     0.12411
1951     19     0.16999
1951     20     0.19518
1951     21     0.21032
1951     22     0.21264
1951     23     0.21450
1951     24     0.20784
1951     25     0.20007
1951     26     0.18767
1951     27     0.16805
1951     28     0.16333
1951     29     0.14589
1951     30     0.13309
1951     31     0.11734
1951     32     0.10473
1951     33     0.09202
1951     34     0.08009
1951     35     0.07135
1951     36     0.06149
1951     37     0.05114
1951     38     0.04389
1951     39     0.03473
1951     40     0.02756
1951     41     0.01853
1951     42     0.01370
1951     43     0.00869
1951     44     0.00506
1951     45     0.00263
1951     46     0.00134
1951     47     0.00055
1951     48     0.00029
1951     49     0.00014
1951     50     0.00009
1951     51     0.00006
1951     52     0.00003
1951     53     0.00001
1951     54     0.00000
1951     55+    0.00000
1952     12-    0.00000
1952     13     0.00026
1952     14     0.00428
1952     15     0.01341
1952     16     0.03811
1952     17     0.07568
1952     18     0.12429
1952     19     0.17066
1952     20     0.20076
1952     21     0.21443
1952     22     0.22457
1952     23     0.21856
1952     24     0.21410
1952     25     0.20646
1952     26     0.19296
1952     27     0.17691
1952     28     0.17018
1952     29     0.15150
1952     30     0.13857
1952     31     0.12058
1952     32     0.11525
1952     33     0.09400
1952     34     0.08478
1952     35     0.07234
1952     36     0.06274
1952     37     0.05405
1952     38     0.04605
1952     39     0.03662
1952     40     0.02743
1952     41     0.01851
1952     42     0.01488
1952     43     0.00863
1952     44     0.00506
1952     45     0.00271
1952     46     0.00133
1952     47     0.00055
1952     48     0.00029
1952     49     0.00019
1952     50     0.00010
1952     51     0.00005
1952     52     0.00003
1952     53     0.00001
1952     54     0.00000
1952     55+    0.00000
1953     12-    0.00000
1953     13     0.00028
1953     14     0.00444
1953     15     0.01365
1953     16     0.03874
1953     17     0.07805
1953     18     0.12895
1953     19     0.17836
1953     20     0.20799
1953     21     0.22163
1953     22     0.22714
1953     23     0.23180
1953     24     0.21544
1953     25     0.21155
1953     26     0.19500
1953     27     0.17806
1953     28     0.17222
1953     29     0.15529
1953     30     0.13894
1953     31     0.11921
1953     32     0.11521
1953     33     0.09981
1953     34     0.08381
1953     35     0.07550
1953     36     0.06320
1953     37     0.05386
1953     38     0.04695
1953     39     0.03656
1953     40     0.02811
1953     41     0.01878
1953     42     0.01462
1953     43     0.00941
1953     44     0.00492
1953     45     0.00259
1953     46     0.00127
1953     47     0.00059
1953     48     0.00025
1953     49     0.00011
1953     50     0.00008
1953     51     0.00005
1953     52     0.00003
1953     53     0.00001
1953     54     0.00000
1953     55+    0.00000
1954     12-    0.00000
1954     13     0.00031
1954     14     0.00494
1954     15     0.01463
1954     16     0.04056
1954     17     0.07933
1954     18     0.13041
1954     19     0.18566
1954     20     0.21676
1954     21     0.23429
1954     22     0.24136
1954     23     0.23844
1954     24     0.23171
1954     25     0.21480
1954     26     0.19926
1954     27     0.18390
1954     28     0.17449
1954     29     0.16042
1954     30     0.14562
1954     31     0.12219
1954     32     0.11625
1954     33     0.10179
1954     34     0.09068
1954     35     0.07533
1954     36     0.06693
1954     37     0.05454
1954     38     0.04793
1954     39     0.03827
1954     40     0.02887
1954     41     0.01962
1954     42     0.01494
1954     43     0.00923
1954     44     0.00519
1954     45     0.00254
1954     46     0.00130
1954     47     0.00057
1954     48     0.00026
1954     49     0.00014
1954     50     0.00008
1954     51     0.00005
1954     52     0.00003
1954     53     0.00001
1954     54     0.00000
1954     55+    0.00000
1955     12-    0.00000
1955     13     0.00027
1955     14     0.00457
1955     15     0.01479
1955     16     0.04038
1955     17     0.08006
1955     18     0.12962
1955     19     0.18681
1955     20     0.22241
1955     21     0.24150
1955     22     0.24862
1955     23     0.24631
1955     24     0.23452
1955     25     0.22505
1955     26     0.19917
1955     27     0.18400
1955     28     0.17697
1955     29     0.15862
1955     30     0.14610
1955     31     0.12403
1955     32     0.11564
1955     33     0.10018
1955     34     0.08976
1955     35     0.07974
1955     36     0.06425
1955     37     0.05603
1955     38     0.04765
1955     39     0.03853
1955     40     0.02909
1955     41     0.01949
1955     42     0.01480
1955     43     0.00912
1955     44     0.00510
1955     45     0.00275
1955     46     0.00114
1955     47     0.00053
1955     48     0.00024
1955     49     0.00012
1955     50     0.00005
1955     51     0.00003
1955     52     0.00002
1955     53     0.00001
1955     54     0.00000
1955     55+    0.00000
1956     12-    0.00000
1956     13     0.00028
1956     14     0.00460
1956     15     0.01485
1956     16     0.04340
1956     17     0.08374
1956     18     0.13816
1956     19     0.19641
1956     20     0.23266
1956     21     0.25396
1956     22     0.26123
1956     23     0.25762
1956     24     0.24547
1956     25     0.23223
1956     26     0.21121
1956     27     0.18274
1956     28     0.18046
1956     29     0.16104
1956     30     0.14684
1956     31     0.12596
1956     32     0.11890
1956     33     0.10041
1956     34     0.08881
1956     35     0.07949
1956     36     0.06844
1956     37     0.05429
1956     38     0.05071
1956     39     0.03623
1956     40     0.02942
1956     41     0.01963
1956     42     0.01497
1956     43     0.00934
1956     44     0.00528
1956     45     0.00267
1956     46     0.00127
1956     47     0.00047
1956     48     0.00021
1956     49     0.00011
1956     50     0.00005
1956     51     0.00003
1956     52     0.00002
1956     53     0.00001
1956     54     0.00000
1956     55+    0.00000
1957     12-    0.00000
1957     13     0.00028
1957     14     0.00457
1957     15     0.01502
1957     16     0.04357
1957     17     0.08739
1957     18     0.14135
1957     19     0.20286
1957     20     0.23729
1957     21     0.25958
1957     22     0.26932
1957     23     0.26610
1957     24     0.25244
1957     25     0.23967
1957     26     0.21434
1957     27     0.19571
1957     28     0.17842
1957     29     0.16504
1957     30     0.14869
1957     31     0.12620
1957     32     0.12005
1957     33     0.10404
1957     34     0.08978
1957     35     0.07908
1957     36     0.06836
1957     37     0.05796
1957     38     0.04825
1957     39     0.03911
1957     40     0.02918
1957     41     0.01976
1957     42     0.01518
1957     43     0.00935
1957     44     0.00520
1957     45     0.00267
1957     46     0.00124
1957     47     0.00056
1957     48     0.00020
1957     49     0.00012
1957     50     0.00005
1957     51     0.00003
1957     52     0.00001
1957     53     0.00001
1957     54     0.00000
1957     55+    0.00000
1958     12-    0.00000
1958     13     0.00029
1958     14     0.00451
1958     15     0.01385
1958     16     0.04071
1958     17     0.08395
1958     18     0.13945
1958     19     0.20140
1958     20     0.23713
1958     21     0.25522
1958     22     0.26604
1958     23     0.26587
1958     24     0.25299
1958     25     0.23767
1958     26     0.21428
1958     27     0.19310
1958     28     0.18033
1958     29     0.15977
1958     30     0.14755
1958     31     0.12424
1958     32     0.11575
1958     33     0.10100
1958     34     0.08927
1958     35     0.07669
1958     36     0.06525
1958     37     0.05568
1958     38     0.05023
1958     39     0.03661
1958     40     0.02868
1958     41     0.01896
1958     42     0.01423
1958     43     0.00896
1958     44     0.00505
1958     45     0.00256
1958     46     0.00112
1958     47     0.00056
1958     48     0.00024
1958     49     0.00009
1958     50     0.00004
1958     51     0.00003
1958     52     0.00002
1958     53     0.00001
1958     54     0.00000
1958     55+    0.00000
1959     12-    0.00000
1959     13     0.00028
1959     14     0.00461
1959     15     0.01459
1959     16     0.03912
1959     17     0.07988
1959     18     0.13649
1959     19     0.20178
1959     20     0.24175
1959     21     0.25919
1959     22     0.26180
1959     23     0.26535
1959     24     0.25517
1959     25     0.23831
1959     26     0.21584
1959     27     0.19352
1959     28     0.17940
1959     29     0.16449
1959     30     0.14608
1959     31     0.12434
1959     32     0.11496
1959     33     0.09880
1959     34     0.08810
1959     35     0.07765
1959     36     0.06477
1959     37     0.05413
1959     38     0.04885
1959     39     0.03964
1959     40     0.02763
1959     41     0.01945
1959     42     0.01428
1959     43     0.00889
1959     44     0.00520
1959     45     0.00259
1959     46     0.00116
1959     47     0.00052
1959     48     0.00024
1959     49     0.00011
1959     50     0.00003
1959     51     0.00002
1959     52     0.00001
1959     53     0.00001
1959     54     0.00000
1959     55+    0.00000
1960     12-    0.00000
1960     13     0.00026
1960     14     0.00446
1960     15     0.01432
1960     16     0.03949
1960     17     0.07659
1960     18     0.13056
1960     19     0.19895
1960     20     0.23561
1960     21     0.25773
1960     22     0.26686
1960     23     0.26459
1960     24     0.25424
1960     25     0.24013
1960     26     0.21716
1960     27     0.19448
1960     28     0.17919
1960     29     0.16193
1960     30     0.14827
1960     31     0.12245
1960     32     0.11365
1960     33     0.09818
1960     34     0.08638
1960     35     0.07725
1960     36     0.06536
1960     37     0.05339
1960     38     0.04725
1960     39     0.03814
1960     40     0.02877
1960     41     0.01902
1960     42     0.01427
1960     43     0.00896
1960     44     0.00486
1960     45     0.00256
1960     46     0.00112
1960     47     0.00049
1960     48     0.00019
1960     49     0.00009
1960     50     0.00006
1960     51     0.00004
1960     52     0.00002
1960     53     0.00001
1960     54     0.00000
1960     55+    0.00000
1961     12-    0.00000
1961     13     0.00024
1961     14     0.00390
1961     15     0.01383
1961     16     0.03934
1961     17     0.07666
1961     18     0.12561
1961     19     0.19197
1961     20     0.23028
1961     21     0.25418
1961     22     0.26145
1961     23     0.26344
1961     24     0.24969
1961     25     0.23554
1961     26     0.21744
1961     27     0.19542
1961     28     0.17751
1961     29     0.16069
1961     30     0.14457
1961     31     0.12846
1961     32     0.11113
1961     33     0.09925
1961     34     0.08553
1961     35     0.07550
1961     36     0.06540
1961     37     0.05452
1961     38     0.04601
1961     39     0.03730
1961     40     0.02882
1961     41     0.02012
1961     42     0.01374
1961     43     0.00897
1961     44     0.00496
1961     45     0.00258
1961     46     0.00113
1961     47     0.00044
1961     48     0.00024
1961     49     0.00009
1961     50     0.00006
1961     51     0.00004
1961     52     0.00002
1961     53     0.00001
1961     54     0.00000
1961     55+    0.00000
1962     12-    0.00000
1962     13     0.00026
1962     14     0.00394
1962     15     0.01204
1962     16     0.03669
1962     17     0.07360
1962     18     0.12272
1962     19     0.18167
1962     20     0.21847
1962     21     0.24437
1962     22     0.25298
1962     23     0.25338
1962     24     0.24093
1962     25     0.22554
1962     26     0.20988
1962     27     0.19117
1962     28     0.17210
1962     29     0.15326
1962     30     0.13618
1962     31     0.12165
1962     32     0.11186
1962     33     0.09285
1962     34     0.08320
1962     35     0.07153
1962     36     0.06157
1962     37     0.05219
1962     38     0.04434
1962     39     0.03451
1962     40     0.02707
1962     41     0.01897
1962     42     0.01431
1962     43     0.00820
1962     44     0.00466
1962     45     0.00244
1962     46     0.00114
1962     47     0.00050
1962     48     0.00017
1962     49     0.00007
1962     50     0.00005
1962     51     0.00003
1962     52     0.00002
1962     53     0.00001
1962     54     0.00000
1962     55+    0.00000
1963     12-    0.00000
1963     13     0.00026
1963     14     0.00409
1963     15     0.01233
1963     16     0.03337
1963     17     0.07175
1963     18     0.11785
1963     19     0.17689
1963     20     0.20683
1963     21     0.23190
1963     22     0.24103
1963     23     0.24374
1963     24     0.22975
1963     25     0.21820
1963     26     0.20100
1963     27     0.18429
1963     28     0.16867
1963     29     0.14994
1963     30     0.13188
1963     31     0.11663
1963     32     0.10866
1963     33     0.09439
1963     34     0.07908
1963     35     0.07052
1963     36     0.05912
1963     37     0.04999
1963     38     0.04357
1963     39     0.03390
1963     40     0.02558
1963     41     0.01798
1963     42     0.01390
1963     43     0.00848
1963     44     0.00434
1963     45     0.00234
1963     46     0.00113
1963     47     0.00046
1963     48     0.00016
1963     49     0.00009
1963     50     0.00004
1963     51     0.00002
1963     52     0.00001
1963     53     0.00001
1963     54     0.00000
1963     55+    0.00000
1964     12-    0.00000
1964     13     0.00027
1964     14     0.00419
1964     15     0.01237
1964     16     0.03379
1964     17     0.06551
1964     18     0.11352
1964     19     0.16687
1964     20     0.19621
1964     21     0.21824
1964     22     0.22857
1964     23     0.23064
1964     24     0.21943
1964     25     0.20822
1964     26     0.19412
1964     27     0.17794
1964     28     0.16286
1964     29     0.14802
1964     30     0.12930
1964     31     0.11148
1964     32     0.10466
1964     33     0.09156
1964     34     0.08096
